sample_id,session_id,subject_id,window_index,key_dwell_ms_mean,key_dwell_ms_std,key_dwell_ms_p10,key_dwell_ms_p50,key_dwell_ms_p90,key_dwell_ms_iqr,key_iki_ms_mean,key_iki_ms_std,key_iki_ms_p10,key_iki_ms_p50,key_iki_ms_p90,key_iki_ms_iqr,key_flight_ms_mean,key_flight_ms_std,key_flight_ms_p10,key_flight_ms_p50,key_flight_ms_p90,key_flight_ms_iqr,key_backspace_rate,key_shift_rate,key_space_rate,key_special_rate,typing_wpm,mouse_speed_mean,mouse_speed_std,mouse_speed_p10,mouse_speed_p50,mouse_speed_p90,mouse_speed_iqr,mouse_acceleration_mean,mouse_acceleration_std,mouse_acceleration_p10,mouse_acceleration_p50,mouse_acceleration_p90,mouse_acceleration_iqr,mouse_turn_mean,mouse_turn_std,mouse_turn_p10,mouse_turn_p50,mouse_turn_p90,mouse_turn_iqr,mouse_pause_ratio,dot_travel_time_ms_mean,dot_travel_time_ms_std,dot_travel_time_ms_p10,dot_travel_time_ms_p50,dot_travel_time_ms_p90,dot_travel_time_ms_iqr,dot_error_px_mean,dot_error_px_std,dot_error_px_p10,dot_error_px_p50,dot_error_px_p90,dot_error_px_iqr,dot_sub_movement_count_mean,dot_sub_movement_count_std,dot_sub_movement_count_p10,dot_sub_movement_count_p50,dot_sub_movement_count_p90,dot_sub_movement_count_iqr,dot_hover_dwell_ms_mean,dot_hover_dwell_ms_std,dot_hover_dwell_ms_p10,dot_hover_dwell_ms_p50,dot_hover_dwell_ms_p90,dot_hover_dwell_ms_iqr,dot_avg_velocity_mean,dot_avg_velocity_std,dot_avg_velocity_p10,dot_avg_velocity_p50,dot_avg_velocity_p90,dot_avg_velocity_iqr,dot_avg_acceleration_mean,dot_avg_acceleration_std,dot_avg_acceleration_p10,dot_avg_acceleration_p50,dot_avg_acceleration_p90,dot_avg_acceleration_iqr,dot_avg_jerk_mean,dot_avg_jerk_std,dot_avg_jerk_p10,dot_avg_jerk_p50,dot_avg_jerk_p90,dot_avg_jerk_iqr,drag_duration_ms_mean,drag_duration_ms_std,drag_duration_ms_p10,drag_duration_ms_p50,drag_duration_ms_p90,drag_duration_ms_iqr,drag_sub_movement_count_mean,drag_sub_movement_count_std,drag_sub_movement_count_p10,drag_sub_movement_count_p50,drag_sub_movement_count_p90,drag_sub_movement_count_iqr,drag_hover_dwell_ms_mean,drag_hover_dwell_ms_std,drag_hover_dwell_ms_p10,drag_hover_dwell_ms_p50,drag_hover_dwell_ms_p90,drag_hover_dwell_ms_iqr,drag_avg_velocity_mean,drag_avg_velocity_std,drag_avg_velocity_p10,drag_avg_velocity_p50,drag_avg_velocity_p90,drag_avg_velocity_iqr,drag_avg_acceleration_mean,drag_avg_acceleration_std,drag_avg_acceleration_p10,drag_avg_acceleration_p50,drag_avg_acceleration_p90,drag_avg_acceleration_iqr,drag_avg_jerk_mean,drag_avg_jerk_std,drag_avg_jerk_p10,drag_avg_jerk_p50,drag_avg_jerk_p90,drag_avg_jerk_iqr,drag_success_rate,track_sinusoidal_sample_error_px_mean,track_sinusoidal_sample_error_px_std,track_sinusoidal_sample_error_px_p10,track_sinusoidal_sample_error_px_p50,track_sinusoidal_sample_error_px_p90,track_sinusoidal_sample_error_px_iqr,track_random_walk_sample_error_px_mean,track_random_walk_sample_error_px_std,track_random_walk_sample_error_px_p10,track_random_walk_sample_error_px_p50,track_random_walk_sample_error_px_p90,track_random_walk_sample_error_px_iqr
session_010_window_3,session_010,candidate_06,3,85.0413,17.453,68.48,81.2,103.76,16.45,273.066,338.317,110.15,169.95,549.65,114.525,142.432,192.633,17.63,92.4,315.05,86.45,0.0779221,0,0.194805,0,32.3809,412.511,496.87,41.4643,238.095,937.561,465.15,163.841,14488.1,-12130,-275.888,13150.3,9082.25,0.236551,0.491918,0,0.0555074,0.588009,0.265873,0.0550918,968.18,236.42,733.44,913.3,1245.96,240.6,16.1611,8.55489,7.44627,15.0447,26.3289,13.0768,6.8,1.93907,4.4,8,8.6,3,337,221.591,116.6,301,597,250,593,56.2459,559,569,651.8,10,-1004,741.964,-1815.4,-1100,-138.8,1517,-19826.6,58396.4,-89100.6,-11476,39899.6,80966,986.4,69.9,930.48,986.4,1042.32,69.9,7,1,6.2,7,7.8,1,484,100,404,484,564,100,991.5,88.5,920.7,991.5,1062.3,88.5,-91.5,231.5,-276.7,-91.5,93.7,231.5,-19565,14812,-31414.6,-19565,-7715.4,14812,1,48.1871,43.1515,9.00713,33.0206,128.035,45.5202,7.33936,3.79235,2.41871,7.24117,13.01,5.23749
session_010_window_4,session_010,candidate_06,4,94.7211,27.1335,67.15,86.8,131.3,28.3,187.971,138.423,93.6,164.2,260.6,83.25,93.2013,136.912,-20.16,78.1,167.16,93.5,0.0789474,0,0.157895,0,49.3694,411.65,717.342,20.3181,89.2661,1566.02,246.801,482.484,15338.7,-9192.18,-55.977,9541.64,5165.43,0.402301,0.609717,0,0.124357,1.10713,0.582662,0.131886,845.74,69.9506,772.16,874.5,890.22,10.9,12.0059,4.04921,7.53261,11.5678,16.5981,5.12494,4.6,1.35647,3.4,4,6.2,1,193.6,34.4128,157.2,199,230.6,32,933.4,194.37,714.4,925,1157.2,360,-2641,1204.73,-3953.8,-2906,-1248.4,1788,8115,33669.5,-29068,1757,45559.2,49102,1003.2,87,933.6,1003.2,1072.8,87,7.5,0.5,7.1,7.5,7.9,0.5,567,117,473.4,567,660.6,117,946.5,112.5,856.5,946.5,1036.5,112.5,119,312,-130.6,119,368.6,312,-55955.5,40137.5,-88065.5,-55955.5,-23845.5,40137.5,1,29.6065,21.9184,4.79499,24.0329,56.831,27.0693,14.4634,6.36485,7.1732,13.5409,24.4146,9.8467
session_010_window_5,session_010,candidate_06,5,88.4763,17.9185,71.45,86.75,109.35,18.65,202.237,165.62,92.2,147.45,394.7,102.575,101.532,129.033,9.02,59.7,285.86,89.3,0.103896,0,0.181818,0,42.1601,987.999,1113.55,40.2582,479.485,2784.66,1381.68,458.438,27552,-26966.6,-210.091,26757.8,17399.9,0.205473,0.429493,0,0.0597839,0.521805,0.147821,0.0717863,991.84,247.32,785.44,938.9,1265.44,135.9,16.7345,8.86872,6.16483,19.7939,25.9547,17.6296,5,2.19089,2.4,6,7.2,3,252.6,36.3516,211.2,251,293.6,56,1364,547.154,739.8,1512,1951.4,752,-2740.2,1806.73,-4955,-2164,-939.2,3006,-96672.4,80724,-195828,-67172,-18225.4,117040,985.95,106.05,901.11,985.95,1070.79,106.05,7,0,7,7,7,0,500,16,487.2,500,512.8,16,1156,250,956,1156,1356,250,-162,307,-407.6,-162,83.6,307,-61172,2554,-63215.2,-61172,-59128.8,2554,1,33.6578,20.7129,9.20822,28.2525,62.6789,30.8874,11.6859,5.53123,4.41167,10.749,19.3674,9.2946
session_004_window_1,session_004,candidate_05,1,121.554,45.4868,73.91,118.2,173.19,58,194.972,125.74,96.44,163.7,288.18,85.9,73.3128,129.161,-47.82,41.7,224.56,125.75,0.0555556,0,0.161111,0,48.4815,473.207,421.367,47.1906,393.801,959.913,451.55,142.043,16868.3,-19610.8,-174.784,17992.4,16562.1,0.187927,0.373037,0,0.0623556,0.463648,0.185348,0.0651085,1217.02,161.781,1106.82,1119.8,1405.56,105.6,9.57102,4.45232,5.60322,7.06138,15.0975,5.53381,6,3.57771,2,6,10,8,252.6,69.6236,199.4,215,336.2,66,661.8,318.343,309.2,645,972.4,344,-4200.4,3293.74,-8208.2,-2336,-1582.2,3254,-34955.2,107803,-157465,-44101,85765.2,199206,1325.4,79.5,1261.8,1325.4,1389,79.5,15.5,2.5,13.5,15.5,17.5,2.5,744,127,642.4,744,845.6,127,878,13,867.6,878,888.4,13,-2351,1027,-3172.6,-2351,-1529.4,1027,-13903,26705,-35267,-13903,7461,26705,1,75.7433,78.2801,19.097,44.4141,155.415,52.0978,19.6479,12.1413,7.37142,17.0605,44.0277,14.457
session_004_window_2,session_004,candidate_05,2,124.366,48.9519,76.65,117.05,187.31,48.375,209.468,119.976,100.68,179.1,353.58,121.45,85.1173,124.106,-42.4,68.4,230.96,126.75,0.138889,0,0.15,0,40.6456,489.247,315.043,117.509,441.176,915.452,385.651,117.102,16307.4,-20450.9,-71.5161,19995.5,20469.4,0.123172,0.305197,0,0.0475831,0.259437,0.132552,0.0300501,1162.72,62.032,1095.28,1187.9,1207.58,13.6,8.36322,3.59958,4.7326,6.71139,12.6879,5.77265,7.2,2.31517,4.4,8,9.6,4,332.8,75.6925,260,332,412.8,34,701.6,276.334,406.4,642,1032,502,-3101.4,1232.15,-4518.2,-3100,-1802.8,1624,51070.4,37936.1,4199.2,70260,87856.2,63947,1043.85,182.45,897.89,1043.85,1189.81,182.45,12.5,1.5,11.3,12.5,13.7,1.5,599,233,412.6,599,785.4,233,997.5,74.5,937.9,997.5,1057.1,74.5,-2785.5,1332.5,-3851.5,-2785.5,-1719.5,1332.5,-21264.5,94286.5,-96693.7,-21264.5,54164.7,94286.5,1,32.0558,16.6126,14.5592,28.5201,57.1309,26.1635,18.1008,10.3947,6.29193,15.2238,31.5847,14.9387
session_004_window_3,session_004,candidate_05,3,121.348,44.55,72.08,113.1,177.16,59,354.827,2053.52,96.6,178.6,331.88,102.75,79.7146,124.806,-52.29,71.95,225.61,129.125,0.0888889,0,0.15,0,25.884,207.08,239.711,15.1057,120.482,571.084,225.269,344.904,12932.2,-9879.04,-28.3251,9464.66,6329.82,0.264342,0.495341,0,0.0430113,0.785398,0.2783,0.183639,1178.88,165.065,1035.84,1135,1367.12,111.8,9.00493,5.08247,4.08066,7.17867,15.0997,5.45672,7.8,1.6,6,8,9.6,3,422.6,160.053,276.2,398,602.8,116,882.2,136.914,757.6,840,1042.6,114,-3510.2,1773.88,-5567.4,-3490,-1572.8,2722,-25315,87078.5,-104354,-65987,82166.2,111229,1100.3,52.6,1058.22,1100.3,1142.38,52.6,8,1,7.2,8,8.8,1,542,109,454.8,542,629.2,109,985,53,942.6,985,1027.4,53,-3431,173,-3569.4,-3431,-3292.6,173,-163967,4626,-167668,-163967,-160266,4626,1,31.6363,15.0423,14.3559,31.3342,52.6867,20.9868,17.2116,7.98137,6.22746,16.8098,29.0342,7.51719
session_004_window_4,session_004,candidate_05,4,119.37,37.8609,74.5,117.7,166.88,54.45,203.616,143.948,109.94,172,333.86,87.2,77.2697,120.101,-37.42,53.1,215.02,104.725,0.0555556,0,0.177778,0,45.4356,371.025,761.172,15.0966,81.5217,1094.85,258.997,891.045,28592.9,-12806.2,-18.3722,10930.1,4326.67,0.351265,0.554183,0,0.0618832,1.16389,0.463648,0.205342,1176.06,111.905,1045.8,1202.2,1284.58,100,11.8976,5.68969,5.44156,13.1864,18.0823,7.8022,6.8,0.979796,5.8,7,7.6,0,406.8,124.001,267,466,497,50,676.8,354.737,387.6,472,1115.6,434,-2329.8,1865.74,-4512.2,-1892,-565.4,1749,-483.8,40442,-46209.6,15464,30006.4,22243,1132.55,86.35,1063.47,1132.55,1201.63,86.35,9.5,0.5,9.1,9.5,9.9,0.5,768.5,70.5,712.1,768.5,824.9,70.5,1087.5,38.5,1056.7,1087.5,1118.3,38.5,-5501,2480,-7485,-5501,-3517,2480,61906.5,65538.5,9475.7,61906.5,114337,65538.5,1,29.6257,17.6276,11.1003,26.8299,49.5268,20.7838,15.1575,6.3169,7.70912,14.5644,24.2168,10.1331
session_004_window_5,session_004,candidate_05,5,119.696,39.7675,77.5,114.2,167.94,49.275,202.436,166.939,88.82,163.9,321.22,97.55,75.9646,147.056,-46.58,55.05,216.07,125.25,0.0833333,0,0.166667,0,44.3756,1044.74,1386.42,38.895,492.406,2994.54,1244.81,1867.66,52172,-43056.1,-428.881,50740.9,25558.2,0.251405,0.5083,0,0.0688565,0.717842,0.172597,0.0734558,1126.1,76.5284,1070.22,1095.6,1211.28,33.6,10.416,3.62393,6.20731,10.9877,14.3576,4.88952,7.4,2.05913,5,8,9.6,4,309.4,92.0926,219.6,283,419.2,100,673.2,142.361,507,711,808.2,123,-3618,1241.5,-4795.2,-4284,-2083.4,2389,36847.8,76416.8,-50502,43531,114932,75313,1455.5,49.5,1415.9,1455.5,1495.1,49.5,17,0,17,17,17,0,959,107,873.4,959,1044.6,107,690.5,60.5,642.1,690.5,738.9,60.5,-2203.5,651.5,-2724.7,-2203.5,-1682.3,651.5,-47392.5,7443.5,-53347.3,-47392.5,-41437.7,7443.5,1,33.8931,22.1053,7.50692,27.1983,68.5326,36.7154,13.2672,5.07302,6.14153,13.636,19.3608,7.62183
session_006_window_1,session_006,candidate_09,1,106.186,25.3436,76.32,104.6,136,29.5,187.171,178.803,79.08,139.3,293.22,92.3,76.0232,166.739,-34.3,28,200.7,103,0.0280374,0,0.154206,0,52.6745,445.285,271.522,68.7574,438.525,811.246,359.755,6.05124,8264.99,-8644.45,27.0128,8178.09,6281.84,0.0776828,0.291433,0,0.00795822,0.129669,0.0605059,0.0300501,1041.04,325.152,795.58,939.7,1400.34,166.7,12.1538,7.29923,3.01412,16.4906,18.8363,12.5178,5.4,0.489898,5,5,6,1,310.2,82.0327,226.8,317,396.8,50,647.4,199.86,397.2,788,823.2,339,-569.4,872.318,-1561.8,-378,387,1341,-19285,22432,-46391.4,-8061,90.2,20468,741.55,9.05,734.31,741.55,748.79,9.05,3.5,2.5,1.5,3.5,5.5,2.5,275,25,255,275,295,25,1091.5,78.5,1028.7,1091.5,1154.3,78.5,-736,302,-977.6,-736,-494.4,302,-52685.5,12170.5,-62421.9,-52685.5,-42949.1,12170.5,1,75.5978,66.9614,24.8534,59.9612,128.523,42.8797,20.9877,13.005,6.87416,17.6825,38.133,18.42
session_006_window_2,session_006,candidate_09,2,99.8159,23.9163,72.86,101.25,123.47,30.75,197.982,208.661,81.34,144.05,313.46,96.6,89.3164,165.601,-17.58,34.5,223.04,100.4,0.0186047,0,0.162791,0,49.8487,390.783,263.256,58.3719,377.237,715.214,417.424,-70.4878,6942.81,-6399.94,-80.7574,6074.45,4976.76,0.104888,0.321146,0,0.0195091,0.209358,0.0700537,0.0383973,901.8,145.479,741.44,942.8,1058.1,216.1,9.95818,5.84555,3.84409,7.76342,16.7905,9.63896,7.6,2.93939,5,7,11,3,283.6,67.0003,220,267,360.6,50,714.8,111.584,595.2,725,825,54,-441.4,262.361,-707.2,-427,-197.2,42,-20334.8,29217.4,-55386.6,-4536,3194,23741,681.9,66,629.1,681.9,734.7,66,2,1,1.2,2,2.8,1,200,34,172.8,200,227.2,34,1171,162,1041.4,1171,1300.6,162,-38.5,140.5,-150.9,-38.5,73.9,140.5,-49508.5,57117.5,-95202.5,-49508.5,-3814.5,57117.5,1,46.8894,30.6115,9.31983,40.1419,93.5535,50.6178,15.261,5.29228,7.8304,15.4326,23.1463,6.40411
session_006_window_3,session_006,candidate_09,3,98.8805,24.4277,71.57,97.65,127.52,25.525,201.456,364.251,86.46,134.5,281.28,72.8,84.2043,332.276,-15.88,30.1,178.02,79.5,0.0373832,0,0.205607,0,45.0244,70.5086,57.2948,15.3596,53.0879,137.555,58.8432,3.58349,1855.15,-1719.74,-14.8467,1703.9,1824.02,0.224936,0.354314,0,0.0924359,0.643059,0.320782,0.166945,875.5,131.303,744.98,825.5,1029.4,133.7,8.487,6.51867,3.82254,5.16711,16.0377,4.45723,7,2,4.8,7,9.2,2,246.8,53.0713,206.8,233,303.6,17,750.4,94.574,633.6,786,841.4,155,-467.2,546.937,-1157.6,-92,-2.2,865,-17598.4,30195.8,-48933.4,-4871,1155.8,1737,666.9,0.3,666.66,666.9,667.14,0.3,4,1,3.2,4,4.8,1,165.5,17.5,151.5,165.5,179.5,17.5,1160,5,1156,1160,1164,5,1222,632,716.4,1222,1727.6,632,-61383.5,7815.5,-67635.9,-61383.5,-55131.1,7815.5,1,46.2883,20.2949,21.9429,43.3854,78.1793,27.7735,21.4651,15.0556,7.48932,16.5284,43.3817,18.0253
